age,gender,country,job_role,seniority_level,years_experience,company_size,industry,work_mode,work_hours_per_week,meetings_per_day,team_size,sleep_hours_per_night,exercise_days_per_week,vacation_days_taken,therapy_access,uses_therapy,ai_tools_daily,manager_support_score,work_life_balance_score,job_satisfaction_score,social_support_score,deadline_pressure_score,autonomy_score,burnout_level,salary_relative
24,Female,Brazil,Data Analyst,Junior,2,Small (51-200),Fintech,Remote,48,3.3,18,5.9,4,13,0,0,1,5.1,6.8,4.3,3.2,8.0,3.8,Severe,0.8398328228782779
33,Male,Canada,QA Engineer,Senior,11,Mid (201-1000),Gaming,Hybrid,41,5.9,18,5.8,3,21,0,0,1,5.0,7.0,8.5,3.3,5.2,5.1,Moderate,0.7884480310649951
37,Male,USA,DevOps Engineer,Mid,15,Large (1001-5000),E-commerce,Hybrid,55,3.8,7,7.3,4,15,0,0,1,6.0,10.0,8.2,4.3,4.1,5.4,Moderate,1.0409692476747041
45,Non-binary,USA,DevOps Engineer,Mid,25,Startup (1-50),AI / ML Startup,Hybrid,55,4.2,4,5.7,3,7,0,0,1,7.8,5.1,1.9,6.2,9.3,2.7,Severe,0.7238367966341042
51,Male,USA,ML Engineer,Junior,25,Enterprise (5000+),AI / ML Startup,Remote,53,2.6,46,5.1,3,19,1,1,1,9.5,3.3,2.1,7.2,6.0,3.4,Low,0.6996721577637075
34,Female,Brazil,Cybersecurity Engineer,Junior,11,Small (51-200),SaaS / Cloud,Hybrid,46,0.7,23,8.2,2,22,0,0,1,5.7,4.4,6.7,9.0,6.3,3.0,Low,0.8398328228782779
24,Male,USA,ML Engineer,Senior,4,Large (1001-5000),Healthcare Tech,Hybrid,42,6.3,12,5.4,2,7,1,0,1,5.8,5.8,3.4,5.7,4.2,6.7,High,1.694508117689099
22,Female,USA,QA Engineer,Junior,2,Large (1001-5000),E-commerce,On-site,53,2.3,13,6.7,3,17,0,0,1,8.7,6.1,3.7,4.0,4.7,6.8,Moderate,0.5648156249801108
33,Female,India,Backend Developer,Mid,9,Mid (201-1000),E-commerce,Remote,50,2.4,29,6.9,2,4,0,0,1,5.6,4.3,1.8,4.2,2.1,7.0,Moderate,0.962782656685407
25,Male,Germany,Data Analyst,Junior,1,Enterprise (5000+),SaaS / Cloud,Remote,47,5.0,41,7.7,3,12,0,0,1,4.8,9.0,5.2,2.5,4.9,8.3,Low,0.5212295421197857
28,Male,UK,DevOps Engineer,Lead,6,Small (51-200),Gaming,On-site,52,4.2,7,4.7,4,18,0,0,0,5.0,4.1,2.6,7.4,8.3,4.4,Severe,1.3070800393152926
27,Male,USA,Frontend Developer,Mid,5,Large (1001-5000),Fintech,Hybrid,51,3.6,11,6.1,2,14,1,1,1,4.4,4.7,6.1,5.6,9.2,5.2,Severe,0.7842221469177673
30,Female,Singapore,Frontend Developer,Senior,8,Small (51-200),SaaS / Cloud,Remote,45,2.7,5,6.8,4,21,0,0,0,6.3,8.4,1.5,5.3,4.7,6.2,Low,0.8572337122378925
38,Female,India,Frontend Developer,Principal,16,Small (51-200),E-commerce,Hybrid,55,3.4,6,4.3,1,12,1,1,0,6.1,7.5,8.1,6.1,6.4,5.4,Moderate,0.962782656685407
32,Male,India,Backend Developer,Manager,9,Startup (1-50),AI / ML Startup,Hybrid,51,7.1,3,6.9,0,12,0,0,1,5.7,5.7,5.2,6.4,5.4,4.1,Severe,1.0041582413564623
30,Male,Canada,ML Engineer,Senior,7,Mid (201-1000),Fintech,Hybrid,51,5.2,22,6.0,6,7,0,0,1,6.8,8.5,5.0,5.0,6.6,7.5,Moderate,1.3496371338868556
24,Female,USA,Software Engineer,Senior,3,Startup (1-50),E-commerce,Remote,48,3.1,5,6.6,6,14,1,1,1,2.9,7.5,1.5,4.5,7.2,8.2,Moderate,0.8094016656248642
22,Male,India,Backend Developer,Junior,0,Mid (201-1000),E-commerce,Hybrid,49,1.9,25,6.7,1,15,0,0,1,8.0,7.6,4.1,4.0,7.6,6.1,Low,0.962782656685407
28,Male,USA,ML Engineer,Principal,7,Enterprise (5000+),Healthcare Tech,Hybrid,57,3.2,26,6.5,2,16,0,0,1,4.5,7.9,6.0,3.9,7.2,9.0,Moderate,2.0787451234494463
31,Female,UK,Frontend Developer,Senior,8,Enterprise (5000+),SaaS / Cloud,Hybrid,42,4.1,53,5.9,5,23,0,0,0,4.6,5.1,5.8,6.8,4.8,2.5,Moderate,0.915157961983853
43,Male,USA,ML Engineer,Senior,20,Mid (201-1000),SaaS / Cloud,Hybrid,47,0.8,12,5.2,6,13,0,0,0,1.9,9.8,7.1,6.7,7.2,7.4,Moderate,1.2853540621449393
32,Male,UK,Software Engineer,Senior,10,Mid (201-1000),Healthcare Tech,On-site,51,4.1,5,6.5,4,15,1,1,0,5.4,4.8,6.0,9.1,6.0,8.5,Low,1.198746148275489
38,Female,Singapore,Product Manager,Mid,16,Small (51-200),SaaS / Cloud,Hybrid,39,5.4,15,5.6,5,23,0,0,1,4.2,7.9,5.7,8.2,3.0,4.9,Moderate,0.9199464080888592
28,Male,Germany,Software Engineer,Mid,6,Small (51-200),AI / ML Startup,Hybrid,41,2.6,17,6.9,5,12,1,1,0,3.6,5.3,3.3,5.1,5.7,3.0,Low,0.7743550330431506
23,Female,Germany,Software Engineer,Senior,1,Enterprise (5000+),SaaS / Cloud,Remote,51,3.8,20,6.2,6,18,1,1,1,5.2,3.5,5.5,4.2,9.0,8.6,High,1.4559282362323074
24,Female,USA,Software Engineer,Mid,3,Startup (1-50),AI / ML Startup,Hybrid,46,3.8,3,6.6,4,11,0,0,1,4.5,4.9,7.2,7.0,8.7,7.6,Moderate,0.705114013439807
26,Male,Canada,ML Engineer,Mid,4,Mid (201-1000),Fintech,Remote,50,1.2,25,5.9,3,4,0,0,1,4.8,7.3,5.4,4.9,8.5,6.0,High,0.9640372373962531
46,Male,India,Frontend Developer,Principal,23,Small (51-200),Social Media / AdTech,Hybrid,59,1.8,26,6.5,0,6,0,0,1,3.7,5.1,1.3,6.1,5.6,5.8,Severe,0.962782656685407
25,Male,India,Software Engineer,Senior,1,Small (51-200),AI / ML Startup,Remote,38,4.3,11,5.7,4,22,0,0,0,5.7,5.5,6.4,2.3,4.7,6.1,Low,0.962782656685407
37,Male,Germany,Data Analyst,Senior,16,Small (51-200),SaaS / Cloud,Hybrid,43,5.1,6,7.5,3,12,0,0,1,10.0,7.1,3.2,2.7,7.6,3.2,Low,0.849759297442144
25,Male,USA,Full Stack Developer,Senior,4,Enterprise (5000+),SaaS / Cloud,On-site,43,4.3,21,5.9,4,10,0,0,0,5.4,4.4,3.7,4.7,4.7,6.4,Moderate,1.3188275988278275
38,Male,Germany,Data Scientist,Junior,14,Small (51-200),SaaS / Cloud,Remote,40,3.0,5,5.6,1,19,0,0,1,5.7,2.9,3.5,5.2,2.4,6.4,Low,0.5671394382412658
34,Male,USA,Data Analyst,Junior,14,Small (51-200),E-commerce,On-site,49,2.2,20,6.2,1,1,1,1,1,6.4,6.3,3.6,4.2,3.4,4.4,High,0.46506868516787625
30,Male,Canada,Data Analyst,Mid,8,Mid (201-1000),AI / ML Startup,Hybrid,46,5.5,28,5.1,5,14,1,1,0,6.3,7.5,4.2,5.0,6.1,4.9,High,0.7813773247697766
31,Female,USA,Cybersecurity Engineer,Junior,8,Large (1001-5000),Consulting,Hybrid,37,3.3,21,4.9,6,14,0,0,0,7.5,6.8,1.0,6.7,8.0,6.1,Low,0.551945898775059
26,Male,USA,Data Scientist,Lead,2,Startup (1-50),Enterprise Software,Hybrid,58,6.4,8,3.6,4,16,0,0,1,7.3,6.7,3.9,7.7,2.4,7.3,Severe,1.2725630766168727
34,Female,Singapore,Product Manager,Junior,11,Large (1001-5000),AI / ML Startup,On-site,50,2.5,7,4.6,2,11,0,0,1,3.6,4.1,1.0,3.9,8.6,3.3,Severe,0.6475852219656054
28,Male,Singapore,Full Stack Developer,Senior,7,Mid (201-1000),E-commerce,Hybrid,47,2.4,12,4.5,3,18,0,0,0,6.8,7.4,6.4,6.6,5.6,5.2,Moderate,1.1105394872564718
22,Male,USA,Data Scientist,Senior,1,Enterprise (5000+),Healthcare Tech,Remote,43,2.9,55,8.0,3,18,1,0,0,10.0,2.8,5.7,7.8,7.0,7.4,Low,1.3884081103905592
22,Male,Brazil,Cloud Engineer,Mid,0,Mid (201-1000),Enterprise Software,Remote,50,2.4,22,6.9,4,15,1,1,1,8.6,4.6,5.8,6.4,6.9,9.3,Low,0.9162366139396292
32,Female,India,Frontend Developer,Senior,9,Enterprise (5000+),Gaming,Hybrid,48,2.2,53,4.7,0,12,0,0,0,7.6,5.4,4.0,4.3,7.8,3.9,High,0.9783075270244591
42,Male,India,Software Engineer,Senior,18,Large (1001-5000),E-commerce,Remote,50,1.2,28,4.7,2,16,0,0,1,3.4,3.1,5.6,1.0,9.5,4.1,Severe,0.962782656685407
32,Male,India,Software Engineer,Senior,9,Enterprise (5000+),Fintech,Hybrid,40,2.7,55,7.5,0,19,0,0,1,4.1,4.0,5.6,4.3,6.4,7.4,Low,0.962782656685407
30,Female,USA,Data Analyst,Mid,9,Large (1001-5000),Cybersecurity,Remote,55,1.4,20,6.5,6,9,0,0,1,8.2,3.1,6.8,7.0,2.4,6.4,Moderate,0.7455517255538451
33,Female,Singapore,ML Engineer,Senior,15,Small (51-200),Fintech,Remote,44,3.9,24,5.2,4,11,1,1,1,7.1,5.6,6.8,6.2,8.7,5.4,Moderate,1.2176108940293628
40,Male,France,Backend Developer,Manager,17,Startup (1-50),Fintech,Hybrid,49,6.5,8,7.1,3,20,0,0,1,6.3,5.8,4.5,3.7,7.8,3.5,High,1.3584209490378154
33,Male,USA,DevOps Engineer,Junior,10,Mid (201-1000),AI / ML Startup,Hybrid,55,0.5,25,5.5,0,16,0,0,0,9.1,6.8,2.8,2.7,5.5,4.3,High,0.6669335340660159
28,Male,USA,DevOps Engineer,Senior,3,Large (1001-5000),AI / ML Startup,On-site,50,3.1,22,8.6,4,12,0,0,1,4.1,5.2,6.0,5.1,9.0,4.8,High,1.0929905882697
39,Female,UK,Software Engineer,Senior,19,Enterprise (5000+),Cybersecurity,Hybrid,56,2.4,54,7.1,0,10,0,0,1,6.5,9.5,4.4,5.6,6.6,4.2,High,1.2559308294876899
34,Female,USA,DevOps Engineer,Mid,12,Enterprise (5000+),SaaS / Cloud,Hybrid,55,3.6,44,7.2,2,15,0,0,0,7.8,6.2,1.7,5.0,6.4,6.5,Low,0.8475908939627647
42,Male,Australia,Software Engineer,Senior,22,Mid (201-1000),AI / ML Startup,Remote,43,3.0,19,6.5,0,11,0,0,1,7.9,6.6,1.0,3.8,10.0,6.3,Moderate,1.0973061805443052
32,Male,USA,Software Engineer,Mid,10,Large (1001-5000),AI / ML Startup,Hybrid,51,4.7,8,6.6,4,18,1,0,1,5.0,6.2,5.8,4.4,8.1,4.8,High,0.9375214960441576
22,Female,India,Cybersecurity Engineer,Junior,0,Large (1001-5000),Gaming,Hybrid,46,5.2,15,4.9,3,10,1,0,1,8.2,6.0,3.6,6.8,9.8,4.8,Severe,0.962782656685407
22,Male,Canada,Software Engineer,Junior,1,Small (51-200),Fintech,Remote,44,3.7,14,5.3,4,18,0,0,1,5.7,1.4,2.9,5.8,7.4,5.6,Low,0.5510437106073576
43,Male,Netherlands,Software Engineer,Manager,21,Large (1001-5000),Fintech,On-site,48,8.0,27,7.2,4,19,1,0,1,6.1,3.2,6.8,7.0,5.2,1.3,High,1.3133178410864668
43,Male,USA,Frontend Developer,Mid,20,Enterprise (5000+),Fintech,On-site,50,6.4,25,5.8,5,11,1,0,0,1.0,2.5,5.7,1.9,8.4,7.9,High,0.7637233240092447
30,Non-binary,Canada,QA Engineer,Junior,9,Mid (201-1000),Social Media / AdTech,Hybrid,51,4.8,7,7.0,4,18,1,1,1,5.6,4.1,1.2,5.7,5.5,6.3,Low,0.45158244205461806
28,Male,Germany,Software Engineer,Senior,5,Mid (201-1000),Fintech,Remote,54,3.5,7,5.4,5,12,0,0,1,4.6,2.5,6.3,6.9,6.6,6.0,Severe,1.099840365545782
41,Male,Brazil,Full Stack Developer,Senior,18,Small (51-200),Fintech,Hybrid,51,3.6,26,7.1,5,30,1,0,1,7.1,8.4,3.8,5.6,5.8,6.2,Low,0.8963955634991299
23,Male,USA,Cybersecurity Engineer,Senior,3,Small (51-200),Cybersecurity,On-site,45,3.1,21,5.1,5,14,0,0,1,6.3,3.5,4.1,6.1,6.9,3.1,Moderate,0.9410298306520609
25,Male,Australia,Full Stack Developer,Senior,1,Large (1001-5000),Social Media / AdTech,Hybrid,51,3.6,18,8.7,1,20,0,0,1,7.7,5.6,5.1,4.9,8.7,5.7,Low,1.3396483991946588
36,Non-binary,USA,ML Engineer,Mid,11,Enterprise (5000+),Healthcare Tech,Remote,48,1.0,37,7.3,4,8,1,1,1,5.2,4.3,6.7,3.7,5.0,7.2,Low,1.015457268331447
28,Female,UK,Software Engineer,Mid,4,Startup (1-50),Social Media / AdTech,On-site,38,3.3,7,6.1,0,13,0,0,0,8.0,6.1,3.0,8.5,6.1,4.3,Low,0.7417086675199377
31,Female,Australia,DevOps Engineer,Junior,10,Startup (1-50),Social Media / AdTech,Hybrid,52,4.0,6,4.2,0,19,0,0,1,4.1,5.6,5.0,6.5,4.6,6.2,Severe,0.6215652972504024
30,Male,India,QA Engineer,Lead,6,Mid (201-1000),Cybersecurity,On-site,49,9.7,24,8.3,2,12,0,0,1,3.3,7.7,5.9,3.5,6.5,2.8,Severe,0.962782656685407
33,Male,Canada,Product Manager,Lead,13,Startup (1-50),E-commerce,Remote,50,8.5,8,5.6,4,3,0,0,1,4.4,7.1,8.0,4.2,5.0,8.2,Severe,1.619052470117391
41,Female,UK,Cybersecurity Engineer,Senior,20,Enterprise (5000+),AI / ML Startup,On-site,47,4.4,34,4.0,2,8,0,0,0,4.7,6.0,6.7,3.0,8.8,5.4,Severe,1.3329930818768285
32,Female,USA,Data Analyst,Junior,8,Mid (201-1000),Consulting,Remote,49,3.2,18,3.9,3,5,0,0,1,6.1,5.3,7.7,4.2,7.9,4.1,Severe,0.4770897618543082
36,Non-binary,Canada,Cybersecurity Engineer,Lead,15,Mid (201-1000),Cybersecurity,Hybrid,48,10.8,15,8.0,4,13,1,0,1,5.2,3.5,6.5,3.4,6.5,6.4,Severe,1.4807665960890886
22,Male,USA,Frontend Developer,Mid,2,Large (1001-5000),Cybersecurity,Remote,48,4.2,23,5.7,1,5,0,0,1,4.0,6.2,7.1,4.6,8.6,5.0,Severe,0.8481333297375527
31,Male,India,DevOps Engineer,Junior,8,Enterprise (5000+),Healthcare Tech,Remote,42,1.4,20,4.8,2,6,0,0,0,5.7,5.5,4.8,6.5,4.7,6.8,Moderate,0.962782656685407
25,Male,USA,Data Scientist,Senior,4,Startup (1-50),Consulting,Hybrid,48,2.4,8,5.2,4,19,0,0,0,8.4,7.0,10.0,4.0,5.5,4.2,Moderate,1.3450569932280627
22,Female,USA,QA Engineer,Mid,0,Large (1001-5000),E-commerce,Remote,38,6.0,6,4.5,4,21,0,0,1,8.3,3.8,5.1,4.0,2.9,6.2,High,0.604658407534704
25,Non-binary,Brazil,Backend Developer,Junior,1,Large (1001-5000),Social Media / AdTech,On-site,50,4.2,18,6.6,4,5,0,0,1,3.4,3.0,5.2,4.5,8.3,5.1,High,0.8398328228782779
29,Female,Singapore,Cloud Engineer,Junior,8,Mid (201-1000),SaaS / Cloud,Hybrid,41,5.9,27,5.3,6,10,0,0,0,4.5,2.7,2.6,3.1,5.0,2.9,High,0.6451951772190069
37,Female,France,Data Scientist,Junior,17,Small (51-200),Cybersecurity,Hybrid,51,4.1,9,6.0,3,6,0,0,0,4.2,4.0,5.4,3.3,5.2,1.9,Severe,0.563348976864424
22,Male,France,Product Manager,Senior,0,Startup (1-50),SaaS / Cloud,On-site,45,4.7,3,7.5,7,8,0,0,1,6.2,5.2,5.1,4.0,7.4,10.0,Moderate,1.0307575470099373
31,Male,Netherlands,ML Engineer,Junior,6,Startup (1-50),Consulting,On-site,45,3.1,7,5.7,4,16,0,0,0,5.2,4.9,2.6,8.5,6.3,4.6,Low,0.520009358438718
28,Female,India,Data Scientist,Senior,5,Small (51-200),AI / ML Startup,Hybrid,46,3.1,10,5.5,1,18,0,0,1,6.3,6.3,5.9,3.8,6.4,5.7,Severe,0.962782656685407
29,Male,Netherlands,Data Analyst,Junior,9,Startup (1-50),SaaS / Cloud,Hybrid,51,2.3,2,5.7,2,15,0,0,1,7.9,5.4,7.2,5.7,8.7,4.8,High,0.5023880959724831
38,Female,USA,Frontend Developer,Junior,18,Large (1001-5000),E-commerce,On-site,52,5.0,26,5.4,1,19,0,0,1,5.5,6.0,1.7,5.7,4.9,6.6,Severe,0.5838971157028969
35,Female,Australia,Software Engineer,Senior,16,Small (51-200),Fintech,Remote,56,5.3,21,6.5,2,12,0,0,1,8.9,5.1,7.1,1.7,6.6,4.6,Severe,1.1266419741844262
40,Male,USA,Product Manager,Senior,16,Mid (201-1000),Gaming,Remote,43,3.5,16,7.2,1,13,0,0,1,8.7,5.4,6.3,1.8,8.0,5.8,Moderate,1.1871819358724118
30,Female,Australia,QA Engineer,Junior,10,Mid (201-1000),Fintech,On-site,49,2.3,9,6.2,4,19,1,0,1,9.9,4.5,5.9,5.3,5.8,1.2,Low,0.46824890087982557
26,Female,India,Product Manager,Junior,5,Small (51-200),Enterprise Software,Remote,39,2.4,16,6.4,4,15,0,0,0,8.2,4.9,2.9,2.5,9.1,7.7,High,0.962782656685407
29,Male,Canada,Software Engineer,Mid,7,Startup (1-50),SaaS / Cloud,On-site,42,1.6,4,4.2,4,18,1,0,1,5.9,4.9,2.1,3.3,2.6,3.8,Moderate,0.8051606095809659
33,Male,USA,QA Engineer,Junior,11,Enterprise (5000+),Fintech,Hybrid,49,4.8,41,6.0,0,9,0,0,1,6.5,4.5,7.3,4.1,6.5,1.1,High,0.3564852916050621
32,Female,USA,Full Stack Developer,Senior,12,Enterprise (5000+),Fintech,Hybrid,35,5.7,24,6.0,3,10,1,1,0,1.6,5.3,5.5,4.9,7.8,6.0,Moderate,1.2519505171749268
23,Male,USA,Cybersecurity Engineer,Junior,0,Startup (1-50),E-commerce,On-site,44,3.1,3,6.9,4,18,1,0,1,6.5,7.1,3.7,6.1,3.7,6.0,Low,0.4744913195137912
32,Female,France,Data Analyst,Junior,9,Enterprise (5000+),Cybersecurity,Remote,51,5.2,35,3.3,1,20,1,0,1,7.7,6.1,3.5,6.5,4.7,3.3,High,0.5723019722475532
33,Male,USA,ML Engineer,Mid,11,Small (51-200),SaaS / Cloud,On-site,46,2.3,28,6.4,0,13,1,0,1,5.8,6.3,8.4,6.7,7.7,8.7,High,0.9360691680019831
49,Female,India,Cybersecurity Engineer,Senior,25,Large (1001-5000),Cybersecurity,On-site,52,3.1,17,5.9,0,21,0,0,0,6.3,7.3,4.9,5.3,5.3,3.3,Severe,0.9728678050141866
44,Male,India,Cybersecurity Engineer,Junior,24,Enterprise (5000+),AI / ML Startup,Hybrid,39,3.1,22,5.8,0,19,0,0,1,5.1,6.4,4.0,4.0,8.7,5.4,Moderate,0.962782656685407
25,Male,India,DevOps Engineer,Senior,5,Mid (201-1000),E-commerce,Remote,45,4.4,26,5.3,2,16,0,0,1,7.0,4.2,2.1,4.7,9.7,9.3,Moderate,0.962782656685407
29,Male,Canada,DevOps Engineer,Mid,9,Large (1001-5000),Healthcare Tech,Remote,53,1.9,16,5.8,2,17,0,0,0,7.6,5.1,7.3,2.0,4.3,5.4,Moderate,0.9227593111000764
22,Male,India,Data Analyst,Junior,0,Small (51-200),Cybersecurity,Remote,42,3.4,13,8.5,1,2,0,0,1,7.7,7.7,1.6,8.2,9.7,5.8,Low,0.962782656685407
27,Male,USA,Software Engineer,Mid,6,Small (51-200),Fintech,Hybrid,43,5.6,13,5.8,2,19,0,0,0,5.8,6.8,4.2,6.7,6.6,4.6,Low,0.8973812487098419
33,Male,India,Data Scientist,Mid,11,Enterprise (5000+),AI / ML Startup,On-site,40,5.5,40,5.9,3,19,1,1,1,7.8,7.7,2.6,7.2,6.1,4.3,Low,0.962782656685407
39,Male,Canada,DevOps Engineer,Senior,17,Large (1001-5000),Cybersecurity,Hybrid,46,4.6,25,7.3,3,12,0,0,1,6.5,4.1,2.0,5.8,5.8,9.2,Low,1.3375847936109149
26,Male,Singapore,Software Engineer,Junior,7,Enterprise (5000+),Fintech,Hybrid,39,3.2,55,5.9,2,18,1,0,1,1.0,7.4,2.1,9.4,6.7,3.5,Low,0.5618033985605135
26,Male,Canada,DevOps Engineer,Senior,2,Startup (1-50),Fintech,On-site,35,4.9,5,6.8,4,12,1,0,1,4.1,6.0,8.8,3.0,5.9,4.4,Low,0.9990586599402973
22,Male,Canada,ML Engineer,Manager,1,Startup (1-50),AI / ML Startup,On-site,55,6.6,5,6.3,2,19,0,0,1,4.9,8.4,1.0,5.0,7.4,7.4,High,1.21587222661095
30,Female,USA,DevOps Engineer,Senior,9,Small (51-200),E-commerce,Hybrid,53,1.3,14,6.8,4,15,1,0,1,7.0,2.8,4.2,6.6,5.5,1.7,Moderate,1.0528678388636032
24,Female,Australia,Frontend Developer,Mid,2,Startup (1-50),Fintech,Remote,44,1.6,6,4.6,3,16,1,1,1,3.3,3.1,5.4,4.7,7.6,9.3,High,0.6626892569701731
27,Female,Germany,Software Engineer,Senior,5,Enterprise (5000+),Enterprise Software,On-site,43,2.0,38,5.7,3,9,0,0,1,4.0,6.2,4.7,5.4,6.7,5.2,Low,1.0667170452671546
25,Male,USA,Product Manager,Lead,3,Enterprise (5000+),SaaS / Cloud,Remote,49,7.2,52,5.1,2,6,0,0,1,4.7,1.1,7.1,2.6,4.0,5.5,Severe,1.6216642425135297
30,Male,USA,ML Engineer,Mid,9,Large (1001-5000),Fintech,Remote,46,5.0,29,5.9,4,12,0,0,1,7.0,3.7,7.8,3.3,6.9,8.7,High,1.0979425019556683
22,Male,USA,Cybersecurity Engineer,Lead,0,Startup (1-50),Healthcare Tech,Remote,54,8.3,7,6.3,2,8,0,0,1,7.8,4.7,4.8,4.0,5.1,6.7,Severe,0.9861307406364543
22,Male,Netherlands,Cybersecurity Engineer,Senior,0,Small (51-200),Social Media / AdTech,Hybrid,46,1.5,8,6.4,4,10,0,0,1,6.8,5.1,2.9,3.6,7.0,4.3,High,1.033500231332193
46,Male,USA,ML Engineer,Junior,24,Mid (201-1000),SaaS / Cloud,Hybrid,44,4.0,19,6.6,1,20,0,0,1,5.9,5.4,4.4,7.4,6.9,6.7,Low,0.5891552431326972
22,Female,India,Frontend Developer,Mid,0,Startup (1-50),Fintech,Remote,50,5.0,4,3.4,2,15,1,0,1,8.8,2.9,5.8,7.0,7.4,6.8,Severe,0.962782656685407
23,Male,USA,Data Scientist,Senior,0,Startup (1-50),E-commerce,Remote,41,3.6,5,3.7,1,10,0,0,0,5.4,7.2,5.8,4.2,3.3,5.3,High,0.9481689853654004
44,Female,India,Frontend Developer,Principal,22,Mid (201-1000),Consulting,Remote,49,4.5,16,5.5,3,10,0,0,1,7.1,2.0,1.6,4.6,2.8,5.9,Severe,1.1743782150584423
51,Male,Singapore,Full Stack Developer,Senior,25,Enterprise (5000+),AI / ML Startup,Remote,46,4.9,31,6.1,3,17,0,0,1,4.7,6.2,7.8,5.4,8.4,5.5,Moderate,1.2127918364152974
23,Female,UK,ML Engineer,Senior,0,Startup (1-50),Gaming,Hybrid,44,1.6,5,5.4,1,11,0,0,1,4.9,8.4,6.0,5.8,8.6,2.6,Moderate,1.0360817335193788
28,Male,USA,ML Engineer,Manager,9,Large (1001-5000),Fintech,Hybrid,46,7.2,24,7.6,3,9,0,0,1,2.4,7.4,4.5,8.5,8.3,4.0,Moderate,1.506825339612434
33,Male,India,Backend Developer,Junior,11,Large (1001-5000),Healthcare Tech,Remote,41,6.2,5,5.9,4,9,0,0,1,6.6,5.9,5.0,4.1,4.3,7.3,Moderate,0.962782656685407
43,Female,UK,Data Scientist,Mid,23,Large (1001-5000),Fintech,Hybrid,51,7.0,15,5.7,3,15,0,0,1,6.9,3.9,5.3,1.0,9.8,5.5,Severe,0.9243183409825326
24,Female,France,Product Manager,Manager,3,Startup (1-50),E-commerce,Hybrid,47,6.3,3,5.1,3,3,0,0,1,6.2,4.3,6.1,6.8,5.1,8.2,Severe,1.4863459993837662
29,Male,USA,Data Analyst,Senior,6,Enterprise (5000+),SaaS / Cloud,On-site,47,3.2,35,5.9,5,11,1,1,1,2.9,8.0,3.7,8.5,7.5,6.9,Low,1.0774436790471458
36,Male,India,Data Scientist,Senior,16,Large (1001-5000),SaaS / Cloud,On-site,35,0.0,20,7.4,3,9,0,0,1,3.8,4.7,2.7,1.3,7.6,4.3,Low,0.962782656685407
34,Male,UK,Frontend Developer,Junior,11,Enterprise (5000+),AI / ML Startup,Hybrid,49,4.4,47,5.4,2,7,1,0,1,4.4,8.1,6.5,6.7,6.9,3.4,Severe,0.5406315797459652
28,Male,USA,DevOps Engineer,Mid,4,Mid (201-1000),SaaS / Cloud,Remote,41,3.3,24,5.4,0,17,0,0,1,5.6,6.5,3.4,2.6,5.3,6.7,Low,0.8472934291830422
30,Male,Brazil,Frontend Developer,Senior,8,Mid (201-1000),SaaS / Cloud,On-site,44,4.7,17,5.0,4,7,0,0,1,1.0,4.0,2.3,6.1,7.2,6.3,Severe,0.8625503007371353
22,Male,Brazil,Full Stack Developer,Senior,0,Large (1001-5000),AI / ML Startup,Remote,48,0.0,9,5.8,3,8,0,0,1,4.4,4.9,2.4,5.4,8.0,7.7,High,1.0673645304165753
29,Female,USA,Product Manager,Junior,9,Enterprise (5000+),E-commerce,Remote,55,4.8,55,5.6,2,19,1,0,1,3.4,4.4,6.5,2.1,6.4,7.5,High,0.6903545109871063
29,Female,UK,Software Engineer,Lead,7,Small (51-200),Fintech,Remote,56,6.4,28,6.6,6,6,1,1,1,4.0,2.0,6.1,2.9,7.8,6.7,Severe,1.2371701025482758
33,Male,USA,ML Engineer,Manager,11,Enterprise (5000+),SaaS / Cloud,Remote,49,6.6,37,5.9,2,5,1,1,1,5.5,6.1,5.9,3.9,5.0,7.8,Severe,1.922208657602547
27,Male,USA,Software Engineer,Mid,7,Startup (1-50),Social Media / AdTech,Hybrid,52,3.0,4,6.5,2,24,1,0,1,7.1,3.8,2.4,3.9,4.4,3.0,Low,0.6355422508411849
34,Male,Canada,ML Engineer,Lead,12,Enterprise (5000+),Enterprise Software,Hybrid,47,4.5,48,5.4,0,14,0,0,1,1.0,5.5,8.3,6.7,7.7,8.6,High,1.8810007119725216
38,Male,USA,Data Scientist,Lead,17,Enterprise (5000+),Consulting,Hybrid,47,9.0,43,8.3,4,9,0,0,1,5.2,3.5,4.5,1.7,3.3,2.9,Severe,1.5281028203267009
32,Female,Netherlands,Product Manager,Principal,11,Small (51-200),Social Media / AdTech,On-site,52,1.5,23,6.0,5,4,1,1,1,5.2,7.0,6.7,4.9,5.6,8.0,High,1.7575670746525343
33,Male,Singapore,ML Engineer,Manager,10,Large (1001-5000),Healthcare Tech,On-site,48,5.7,20,4.8,3,24,0,0,1,5.6,8.0,7.1,3.7,7.9,4.4,Severe,1.9283634399227336
31,Male,USA,Cloud Engineer,Junior,8,Small (51-200),SaaS / Cloud,On-site,51,4.2,7,6.3,4,16,0,0,1,6.7,8.2,5.6,4.5,5.0,4.2,High,0.679138338998747
31,Male,Australia,ML Engineer,Senior,10,Small (51-200),Fintech,Hybrid,46,4.0,11,5.0,2,0,0,0,0,7.6,6.6,7.4,4.8,6.9,5.4,Severe,1.1934727985624993
26,Male,USA,Backend Developer,Manager,3,Mid (201-1000),SaaS / Cloud,Hybrid,54,3.8,17,5.9,2,12,0,0,0,5.6,2.6,5.7,2.5,4.8,4.2,Severe,1.1795528391689412
